Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
04/14/2024,51,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,51,7,16,18
04/15/2024,50,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,2,50,14,50,16
04/16/2024,64,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,64,39,60,21
04/17/2024,90,Ozone,Edison,06-029-0007,AQS,3,90,33,67,19
04/18/2024,74,Ozone,Edison,06-029-0007,AQS,3,74,33,67,24
04/19/2024,74,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,3,74,35,58,22
04/20/2024,80,Ozone,Edison,06-029-0007,AQS,3,80,31,59,21
04/21/2024,67,Ozone,Edison,06-029-0007,AQS,3,67,25,56,19
04/22/2024,77,Ozone,Edison,06-029-0007,AQS,3,77,37,56,17
04/23/2024,47,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,1,47,29,33,17
04/24/2024,46,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,45,28,46,15
04/25/2024,48,PM2.5,Mojave-Pat Avenue,06-029-0020,AQS,2,43,31,48,17
04/26/2024,40,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,40,39,27,13
04/27/2024,41,Ozone,Edison,06-029-0007,AQS,2,41,16,32,12
04/28/2024,47,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,44,21,47,20
04/29/2024,51,Ozone,Oildale,06-029-0232,AQS,2,51,31,36,25
04/30/2024,61,Ozone,Edison,06-029-0007,AQS,2,61,42,52,26
05/01/2024,54,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,54,45,48,26
05/02/2024,54,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,54,48,52,25
05/03/2024,51,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,2,44,44,51,23
05/04/2024,41,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,41,38,33,18
05/05/2024,45,Ozone,Edison,06-029-0007,AQS,2,45,15,28,17
05/06/2024,48,Ozone,Edison,06-029-0007,AQS,2,48,21,42,25
05/07/2024,61,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,61,29,48,23
05/08/2024,58,Ozone,Edison,06-029-0007,AQS,2,58,36,46,30
05/09/2024,64,Ozone,Oildale,06-029-0232,AQS,2,64,32,41,25
05/10/2024,74,Ozone,Edison,06-029-0007,AQS,2,74,33,42,27
05/11/2024,80,Ozone,Edison,06-029-0007,AQS,2,80,25,36,25
05/12/2024,87,Ozone,Edison,06-029-0007,AQS,2,87,26,46,20
05/13/2024,105,Ozone,Edison,06-029-0007,AQS,2,105,37,45,30
05/14/2024,93,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,93,46,51,26
05/15/2024,108,Ozone,Edison,06-029-0007,AQS,2,108,50,57,25
05/16/2024,101,Ozone,Edison,06-029-0007,AQS,3,101,45,56,23
05/17/2024,80,Ozone,Edison,06-029-0007,AQS,2,80,35,43,21
05/18/2024,80,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,80,33,49,16
05/19/2024,74,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,74,31,52,13
05/20/2024,67,Ozone,Edison,06-029-0007,AQS,2,67,35,56,26
05/21/2024,84,Ozone,Edison,06-029-0007,AQS,2,84,54,59,28
05/22/2024,97,Ozone,Edison,06-029-0007,AQS,2,97,47,52,26
05/23/2024,71,Ozone,Edison,06-029-0007,AQS,2,71,45,46,25
05/24/2024,58,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,58,46,48,20
05/25/2024,46,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,46,35,25,18
05/26/2024,49,Ozone,Edison,06-029-0007,AQS,2,49,30,38,25
05/27/2024,90,Ozone,Edison,06-029-0007,AQS,2,90,34,54,23
05/28/2024,77,Ozone,Edison,06-029-0007,AQS,2,77,46,54,22
05/29/2024,64,Ozone,Oildale,06-029-0232,AQS,2,64,47,46,32
05/30/2024,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,101,56,57,30
05/31/2024,122,Ozone,Edison,06-029-0007,AQS,3,122,51,56,34
06/01/2024,71,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,3,71,46,59,19
06/02/2024,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,46,37,54,20
06/03/2024,100,PM10,Canebrake,06-029-0017,AQS,2,44,100,58,21
06/04/2024,48,Ozone,Edison,06-029-0007,AQS,2,48,37,34,19
06/05/2024,101,Ozone,Shafter,06-029-6001,AQS,2,101,55,61,28
06/06/2024,126,Ozone,Edison,06-029-0007,AQS,2,126,58,66,29
06/07/2024,75,PM2.5,Bakersfield-California,06-029-0014,AQS,2,51,59,75,18
06/08/2024,58,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,58,40,48,21
06/09/2024,48,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,45,27,48,17
06/10/2024,67,Ozone,Edison,06-029-0007,AQS,2,67,46,56,27
06/11/2024,136,Ozone,Edison,06-029-0007,AQS,3,136,58,68,30
06/12/2024,150,Ozone,Edison,06-029-0007,AQS,3,150,61,70,22
06/13/2024,87,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,87,46,52,22
06/14/2024,126,Ozone,Edison,06-029-0007,AQS,2,126,48,55,25
06/15/2024,93,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,93,43,48,25
06/16/2024,84,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,84,56,52,20
06/17/2024,71,PM10,Mojave-Pat Avenue,06-029-0020,AQS,2,48,71,52,20
06/18/2024,74,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,74,58,59,28
06/19/2024,100,Ozone,Edison,06-029-0007,AQS,3,100,49,60,31
06/20/2024,93,Ozone,Edison,06-029-0007,AQS,2,93,53,58,31
06/21/2024,136,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,136,56,65,30
06/22/2024,156,Ozone,Edison,06-029-0007,AQS,3,156,51,70,20
06/23/2024,100,Ozone,Bakersfield-California,06-029-0014,AQS,3,100,32,53,31
06/24/2024,67,Ozone,Edison,06-029-0007,AQS,2,67,47,57,27
06/25/2024,115,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,115,51,57,27
06/26/2024,97,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,97,53,70,26
06/27/2024,80,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,80,42,59,26
06/28/2024,100,Ozone,Edison,06-029-0007,AQS,2,100,46,55,30
06/29/2024,112,Ozone,Edison,06-029-0007,AQS,2,112,39,58,22
06/30/2024,80,Ozone,Edison,06-029-0007,AQS,2,80,34,53,20
07/01/2024,71,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,71,52,59,30
07/02/2024,122,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,122,55,61,41
07/03/2024,156,Ozone,Bakersfield-Muni,06-029-2012,AQS,3,156,57,64,29
07/04/2024,126,Ozone,Shafter,06-029-6001,AQS,3,126,62,124,28
07/05/2024,159,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,159,52,66,28
07/06/2024,154,Ozone,Bakersfield-Muni,06-029-2012,AQS,3,154,50,66,22
07/07/2024,140,Ozone,Oildale,06-029-0232,AQS,3,140,43,68,23
07/08/2024,115,Ozone,Edison,06-029-0007,AQS,3,115,50,62,28
07/09/2024,151,Ozone,Bakersfield-Muni,06-029-2012,AQS,3,151,56,64,31
07/10/2024,151,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,151,57,68,30
07/11/2024,174,Ozone,Bakersfield-Muni,06-029-2012,AQS,3,174,57,71,32
07/12/2024,150,Ozone,Edison,06-029-0007,AQS,3,150,58,71,42
07/13/2024,140,Ozone,Bakersfield-Muni,06-029-2012,AQS,5,140,57,80,31
07/14/2024,151,Ozone,Edison,06-029-0007,AQS,3,151,48,90,25
07/15/2024,136,Ozone,Edison,06-029-0007,AQS,3,136,47,87,33
07/16/2024,126,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,126,53,76,24
07/17/2024,108,Ozone,Edison,06-029-0007,AQS,2,108,51,61,35
07/18/2024,122,Ozone,Edison,06-029-0007,AQS,5,122,52,65,31
07/19/2024,140,Ozone,Bakersfield-Muni,06-029-2012,AQS,3,140,54,69,30
07/20/2024,129,Ozone,Edison,06-029-0007,AQS,3,129,48,62,26
07/21/2024,112,Ozone,Edison,06-029-0007,AQS,2,112,40,55,24
07/22/2024,147,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,147,52,62,28
07/23/2024,143,Ozone,Edison,06-029-0007,AQS,3,143,52,69,34
07/24/2024,119,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,119,53,55,27
07/25/2024,80,Ozone,Edison,06-029-0007,AQS,3,80,51,65,25
07/26/2024,71,Ozone,Edison,06-029-0007,AQS,2,71,53,63,23
07/27/2024,109,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,54,58,109,23
07/28/2024,95,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,3,87,48,95,18
07/29/2024,115,Ozone,Edison,06-029-0007,AQS,3,115,48,77,23
07/30/2024,101,Ozone,Edison,06-029-0007,AQS,3,101,51,79,26
07/31/2024,101,Ozone,Edison,06-029-0007,AQS,3,101,55,72,27
08/01/2024,150,Ozone,Edison,06-029-0007,AQS,5,150,68,72,31
08/02/2024,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,101,63,71,27
08/03/2024,140,Ozone,Edison,06-029-0007,AQS,5,140,52,77,25
08/04/2024,122,Ozone,Edison,06-029-0007,AQS,3,122,39,63,27
08/05/2024,133,Ozone,Edison,06-029-0007,AQS,3,133,56,61,36
08/06/2024,143,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,143,58,69,29
08/07/2024,115,Ozone,Edison,06-029-0007,AQS,5,115,60,78,30
08/08/2024,84,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,3,84,60,68,40
08/09/2024,101,Ozone,Edison,06-029-0007,AQS,3,101,59,59,40
08/10/2024,101,Ozone,Edison,06-029-0007,AQS,3,101,51,57,26
08/11/2024,87,Ozone,Edison,06-029-0007,AQS,3,87,36,52,23
08/12/2024,64,Ozone,Edison,06-029-0007,AQS,2,64,52,48,28
08/13/2024,56,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,3,51,56,52,22
08/14/2024,61,Ozone,Edison,06-029-0007,AQS,3,61,59,53,27
08/15/2024,56,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,48,56,50,26
08/16/2024,71,Ozone,Edison,06-029-0007,AQS,3,71,54,56,30
08/17/2024,64,Ozone,Edison,06-029-0007,AQS,5,64,56,61,25
08/18/2024,50,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,50,34,32,21
08/19/2024,93,Ozone,Edison,06-029-0007,AQS,2,93,54,52,27
08/20/2024,108,Ozone,Edison,06-029-0007,AQS,3,108,62,56,36
08/21/2024,71,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,3,71,59,53,29
08/22/2024,71,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,71,58,53,20
08/23/2024,55,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,45,55,52,19
08/24/2024,64,PM10,Mojave-Pat Avenue,06-029-0020,AQS,2,46,64,55,20
08/25/2024,52,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,47,37,52,18
08/26/2024,100,Ozone,Edison,06-029-0007,AQS,3,100,62,58,25
08/27/2024,126,Ozone,Edison,06-029-0007,AQS,3,126,71,62,31
08/28/2024,126,Ozone,Edison,06-029-0007,AQS,3,126,66,61,38
08/29/2024,119,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,119,65,55,35
08/30/2024,126,Ozone,Edison,06-029-0007,AQS,3,126,65,58,25
08/31/2024,156,Ozone,Edison,06-029-0007,AQS,3,156,68,75,38
09/01/2024,151,Ozone,Edison,06-029-0007,AQS,3,151,65,67,19
09/02/2024,100,Ozone,Edison,06-029-0007,AQS,3,100,62,59,15
09/03/2024,136,Ozone,Edison,06-029-0007,AQS,3,136,74,71,22
09/04/2024,122,Ozone,Edison,06-029-0007,AQS,5,122,73,59,39
09/05/2024,126,Ozone,Edison,06-029-0007,AQS,5,126,73,63,24
09/06/2024,112,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,5,112,65,66,33
09/07/2024,100,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,3,100,62,56,32
09/08/2024,90,Ozone,Edison,06-029-0007,AQS,3,90,46,51,35
09/09/2024,90,Ozone,Edison,06-029-0007,AQS,3,90,69,58,43
09/10/2024,100,Ozone,Edison,06-029-0007,AQS,3,100,61,43,26
09/11/2024,74,PM10,Mojave-Pat Avenue,06-029-0020,AQS,2,49,74,47,23
09/12/2024,69,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,44,69,51,18
09/13/2024,84,Ozone,Edison,06-029-0007,AQS,3,84,66,55,25
09/14/2024,115,Ozone,Edison,06-029-0007,AQS,3,115,62,58,25
09/15/2024,80,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,3,80,57,68,17
09/16/2024,39,Ozone,Edison,06-029-0007,AQS,2,39,38,29,12
09/17/2024,48,PM10,Bakersfield-California,06-029-0014,AQS,2,43,48,41,25
09/18/2024,67,Ozone,Edison,06-029-0007,AQS,3,67,65,48,25
09/19/2024,58,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,2,58,53,53,23
09/20/2024,71,Ozone,Oildale,06-029-0232,AQS,3,71,43,42,32
09/21/2024,90,Ozone,Edison,06-029-0007,AQS,3,90,47,83,25
09/22/2024,119,Ozone,Edison,06-029-0007,AQS,3,119,46,57,24
09/23/2024,150,Ozone,Edison,06-029-0007,AQS,5,150,64,62,29
09/24/2024,154,Ozone,Edison,06-029-0007,AQS,3,154,67,83,25
09/25/2024,108,Ozone,Edison,06-029-0007,AQS,3,108,60,59,30
09/26/2024,93,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,93,62,53,30
09/27/2024,147,Ozone,Edison,06-029-0007,AQS,5,147,72,74,25
09/28/2024,154,Ozone,Edison,06-029-0007,AQS,5,154,64,59,33
09/29/2024,97,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,6,97,46,50,35
09/30/2024,126,Ozone,Bakersfield-Muni,06-029-2012,AQS,5,126,64,62,27
10/01/2024,177,Ozone,Edison,06-029-0007,AQS,5,177,83,67,25
10/02/2024,177,Ozone,Edison,06-029-0007,AQS,5,177,85,69,36
10/03/2024,143,Ozone,Edison,06-029-0007,AQS,5,143,80,80,32
10/04/2024,119,Ozone,Edison,06-029-0007,AQS,6,119,76,62,36
10/05/2024,101,Ozone,Edison,06-029-0007,AQS,6,101,68,59,23
10/06/2024,143,Ozone,Edison,06-029-0007,AQS,5,143,61,68,27
10/07/2024,150,Ozone,Edison,06-029-0007,AQS,5,150,71,61,26
10/08/2024,119,Ozone,Edison,06-029-0007,AQS,5,119,79,66,35
10/09/2024,105,Ozone,Edison,06-029-0007,AQS,5,105,81,71,40
10/10/2024,97,Ozone,Edison,06-029-0007,AQS,3,97,75,55,30
10/11/2024,84,Ozone,Edison,06-029-0007,AQS,5,84,70,59,34
10/12/2024,80,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,6,80,53,62,36
10/13/2024,74,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,3,74,42,46,19
10/14/2024,58,Ozone,Edison,06-029-0007,AQS,3,58,45,54,23
10/15/2024,93,Ozone,Edison,06-029-0007,AQS,3,93,56,61,27
10/16/2024,80,Ozone,Edison,06-029-0007,AQS,3,80,61,65,19
10/17/2024,73,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,44,73,51,17
10/18/2024,79,PM10,Ridgecrest-Ward,06-029-0018,AQS,3,37,79,63,25
10/19/2024,74,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,3,46,74,53,28
10/20/2024,51,PM2.5,Bakersfield-California,06-029-0014,AQS,5,50,49,51,34
10/21/2024,64,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,5,54,64,55,38
10/22/2024,93,Ozone,Edison,06-029-0007,AQS,6,93,67,71,36
10/23/2024,90,Ozone,Edison,06-029-0007,AQS,6,90,67,74,40
10/24/2024,82,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,5,71,82,76,40
10/25/2024,119,Ozone,Edison,06-029-0007,AQS,7,119,84,73,53
10/26/2024,100,Ozone,Edison,06-029-0007,AQS,7,100,76,84,32
10/27/2024,76,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,58,69,76,33
10/28/2024,78,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,6,39,78,55,29
10/29/2024,36,Ozone,Edison,06-029-0007,AQS,2,36,22,26,25
10/30/2024,68,PM2.5,Bakersfield-California,06-029-0014,AQS,3,40,41,68,33
10/31/2024,55,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,3,43,55,49,32
11/01/2024,52,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,41,51,52,24
11/02/2024,52,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,44,37,52,29
11/03/2024,47,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,38,20,47,23
11/04/2024,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,36,39,54,31
11/05/2024,66,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,41,53,66,42
11/06/2024,96,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,38,93,96,31
11/07/2024,55,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,6,38,55,54,36
11/08/2024,84,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,42,57,84,42
11/09/2024,86,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,47,65,86,43
11/10/2024,88,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,54,64,88,45
11/11/2024,77,PM10,Bakersfield-California,06-029-0014,AQS,6,45,77,66,39
11/12/2024,47,PM2.5,Bakersfield-California,06-029-0014,AQS,2,41,17,47,25
11/13/2024,71,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,39,41,71,39
11/14/2024,97,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,43,44,97,35
11/15/2024,35,Ozone,Mojave-Pat Avenue,06-029-0020,AQS,6,35,17,34,25
11/16/2024,54,PM2.5,Bakersfield-California,06-029-0014,AQS,6,32,19,54,22
11/17/2024,66,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,35,25,66,33
11/18/2024,82,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,35,43,82,28
11/19/2024,66,PM2.5,Bakersfield-California,06-029-0014,AQS,6,34,50,66,34
11/20/2024,73,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,39,62,73,41
11/21/2024,72,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,39,65,72,42
11/22/2024,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,42,59,59,44
11/23/2024,55,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,32,22,55,24
11/24/2024,41,PM2.5,Bakersfield-California,06-029-0014,AQS,5,36,26,41,27
11/25/2024,53,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,31,22,53,21
11/26/2024,32,PM2.5,Bakersfield-California,06-029-0014,AQS,3,32,5,32,18
11/27/2024,53,PM2.5,Bakersfield-California,06-029-0014,AQS,.,32,17,53,15
11/28/2024,74,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,32,24,74,14
11/29/2024,86,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,31,30,86,17
11/30/2024,117,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,32,46,117,19
12/01/2024,134,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,10,35,52,134,24
12/02/2024,152,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,32,62,152,30
12/03/2024,152,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,38,64,152,36
12/04/2024,155,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,40,68,155,39
12/05/2024,158,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,41,71,158,38
12/06/2024,158,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,40,71,158,41
12/07/2024,162,PM2.5,Bakersfield-California,06-029-0014,AQS,8,38,74,162,36
12/08/2024,159,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,37,61,159,28
12/09/2024,146,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,32,58,146,19
12/10/2024,91,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,34,44,91,28
12/11/2024,119,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,31,58,119,31
12/12/2024,88,PM2.5,Bakersfield-California,06-029-0014,AQS,7,38,44,88,31
12/13/2024,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,38,30,63,36
12/14/2024,53,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,39,35,53,24
12/15/2024,59,PM2.5,Bakersfield-California,06-029-0014,AQS,5,42,22,59,30
12/16/2024,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,31,39,63,32
12/17/2024,70,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,7,36,39,70,22
12/18/2024,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,34,26,63,14
12/19/2024,97,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,8,28,64,97,20
12/20/2024,138,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,9,31,63,138,31
12/21/2024,129,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,9,44,59,129,34
12/22/2024,106,PM2.5,Bakersfield-California,06-029-0014,AQS,10,36,51,106,27
12/23/2024,97,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,31,54,97,33
12/24/2024,55,PM2.5,Bakersfield-California,06-029-0014,AQS,6,44,37,55,21
12/25/2024,53,PM2.5,Bakersfield-California,06-029-0014,AQS,5,38,13,53,22
12/26/2024,59,PM2.5,Bakersfield-California,06-029-0014,AQS,6,31,23,59,27
12/27/2024,38,PM2.5,Bakersfield-California,06-029-0014,AQS,5,37,11,38,25
12/28/2024,62,PM2.5,Bakersfield-California,06-029-0014,AQS,6,37,20,62,26
12/29/2024,60,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,7,35,26,60,25
12/30/2024,51,PM2.5,Bakersfield-California,06-029-0014,AQS,3,35,17,51,16
12/31/2024,72,PM2.5,Bakersfield-California,06-029-0014,AQS,6,32,26,72,19
