Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
11/17/2020,88,PM2.5,Bakersfield-California,06-029-0014,AQS,9,41,59,88,38
11/18/2020,57,PM2.5,Bakersfield-California,06-029-0014,AQS,7,31,27,57,37
11/19/2020,56,PM2.5,Bakersfield-California,06-029-0014,AQS,7,33,26,56,30
11/20/2020,82,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,32,38,82,30
11/21/2020,90,PM2.5,Bakersfield-California,06-029-0014,AQS,7,32,51,90,30
11/22/2020,134,PM2.5,Bakersfield-California,06-029-0014,AQS,8,38,55,134,34
11/23/2020,137,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,40,57,137,40
11/24/2020,106,PM2.5,Bakersfield-California,06-029-0014,AQS,7,38,52,106,40
11/25/2020,79,PM2.5,Bakersfield-California,06-029-0014,AQS,6,41,47,79,40
11/26/2020,70,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,31,31,70,26
11/27/2020,77,PM2.5,Bakersfield-California,06-029-0014,AQS,8,32,48,77,32
11/28/2020,92,PM2.5,Bakersfield-California,06-029-0014,AQS,8,36,45,92,37
11/29/2020,99,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,9,37,56,99,39
11/30/2020,120,PM2.5,Bakersfield-California,06-029-0014,AQS,7,44,61,120,56
12/01/2020,105,PM2.5,Bakersfield-California,06-029-0014,AQS,8,44,65,105,42
12/02/2020,130,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,8,44,99,130,53
12/03/2020,93,PM10,Oildale,06-029-0232,AQS,7,39,93,59,34
12/04/2020,80,PM2.5,Bakersfield-California,06-029-0014,AQS,7,38,59,80,41
12/05/2020,88,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,9,36,65,88,42
12/06/2020,109,PM2.5,Bakersfield-California,06-029-0014,AQS,9,44,62,109,41
12/07/2020,126,PM2.5,Bakersfield-California,06-029-0014,AQS,7,39,66,126,37
12/08/2020,102,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,10,33,73,102,38
12/09/2020,130,PM2.5,Mojave - CA 58 Business,06-029-0019,AQS,13,31,67,130,42
12/10/2020,111,PM2.5,Bakersfield-California,06-029-0014,AQS,8,42,66,111,46
12/11/2020,103,PM2.5,Bakersfield-California,06-029-0014,AQS,9,38,64,103,45
12/12/2020,83,PM2.5,Bakersfield-California,06-029-0014,AQS,7,35,37,83,27
12/13/2020,58,PM2.5,Bakersfield-California,06-029-0014,AQS,10,35,19,58,19
12/14/2020,45,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,32,10,45,24
12/15/2020,65,PM2.5,Bakersfield-California,06-029-0014,AQS,5,31,32,65,28
12/16/2020,84,PM2.5,Bakersfield-California,06-029-0014,AQS,6,31,48,84,33
12/17/2020,83,PM2.5,Bakersfield-California,06-029-0014,AQS,7,37,33,83,32
12/18/2020,80,PM2.5,Bakersfield-California,06-029-0014,AQS,7,34,34,80,27
12/19/2020,89,PM2.5,Bakersfield-California,06-029-0014,AQS,8,32,35,89,31
12/20/2020,123,PM2.5,Bakersfield-California,06-029-0014,AQS,9,32,44,123,30
12/21/2020,133,PM2.5,Bakersfield-California,06-029-0014,AQS,9,32,59,133,40
12/22/2020,106,PM2.5,Bakersfield-California,06-029-0014,AQS,9,40,39,106,19
12/23/2020,90,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,35,26,90,27
12/24/2020,76,PM2.5,Bakersfield-California,06-029-0014,AQS,6,34,53,76,22
12/25/2020,102,PM2.5,Bakersfield-California,06-029-0014,AQS,8,33,44,102,36
12/26/2020,73,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,9,37,20,73,30
12/27/2020,61,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,35,15,61,30
12/28/2020,33,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,6,33,3,31,23
12/29/2020,69,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,26,15,69,26
12/30/2020,70,PM2.5,Bakersfield-California,06-029-0014,AQS,6,31,14,70,31
12/31/2020,102,PM2.5,Bakersfield-California,06-029-0014,AQS,6,32,17,102,25
01/01/2021,93,PM2.5,Bakersfield-California,06-029-0014,AQS,7,34,15,93,27
01/02/2021,80,PM2.5,Bakersfield-California,06-029-0014,AQS,9,34,14,80,31
01/03/2021,111,PM2.5,Bakersfield-California,06-029-0014,AQS,9,34,29,111,31
01/04/2021,78,PM2.5,Bakersfield-California,06-029-0014,AQS,6,33,21,78,32
01/05/2021,62,PM2.5,Bakersfield-California,06-029-0014,AQS,5,32,28,62,31
01/06/2021,77,PM2.5,Bakersfield-California,06-029-0014,AQS,6,34,34,77,26
01/07/2021,100,PM2.5,Bakersfield-California,06-029-0014,AQS,7,31,41,100,34
01/08/2021,114,PM2.5,Bakersfield-California,06-029-0014,AQS,7,35,45,114,29
01/09/2021,99,PM2.5,Bakersfield-California,06-029-0014,AQS,8,35,33,99,25
01/10/2021,95,PM2.5,Bakersfield-California,06-029-0014,AQS,7,32,36,95,28
01/11/2021,99,PM2.5,Bakersfield-California,06-029-0014,AQS,7,31,34,99,31
01/12/2021,144,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,11,32,55,144,32
01/13/2021,135,PM2.5,Bakersfield-California,06-029-0014,AQS,11,30,61,135,36
01/14/2021,143,PM2.5,Bakersfield-California,06-029-0014,AQS,8,38,61,143,45
01/15/2021,146,PM2.5,Bakersfield-California,06-029-0014,AQS,8,42,72,146,52
01/16/2021,152,PM2.5,Bakersfield-California,06-029-0014,AQS,8,47,65,152,42
01/17/2021,139,PM2.5,Bakersfield-California,06-029-0014,AQS,8,46,46,139,34
01/18/2021,123,PM2.5,Bakersfield-California,06-029-0014,AQS,7,43,58,123,35
01/19/2021,149,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,38,89,149,27
01/20/2021,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,33,52,59,29
01/21/2021,62,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,35,50,62,42
01/22/2021,59,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,7,38,31,59,33
01/23/2021,47,PM2.5,Bakersfield-California,06-029-0014,AQS,5,34,6,47,22
01/24/2021,55,PM2.5,Bakersfield-California,06-029-0014,AQS,5,34,9,55,15
01/25/2021,35,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,34,22,35,13
01/26/2021,42,PM2.5,Bakersfield-California,06-029-0014,AQS,3,36,9,42,26
01/27/2021,61,PM2.5,Bakersfield-California,06-029-0014,AQS,2,38,46,61,8
01/28/2021,39,PM2.5,Bakersfield-California,06-029-0014,AQS,2,37,12,39,8
01/29/2021,44,PM2.5,Bakersfield-California,06-029-0014,AQS,5,38,3,44,31
01/30/2021,64,PM2.5,Bakersfield-California,06-029-0014,AQS,5,36,6,64,24
01/31/2021,143,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,35,14,143,25
02/01/2021,59,PM2.5,Bakersfield-California,06-029-0014,AQS,5,34,22,59,31
02/02/2021,53,PM2.5,Bakersfield-California,06-029-0014,AQS,5,42,20,53,26
02/03/2021,63,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,32,19,63,24
02/04/2021,71,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,42,27,71,25
02/05/2021,90,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,39,40,90,32
02/06/2021,137,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,40,52,137,34
02/07/2021,99,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,45,46,99,38
02/08/2021,93,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,46,48,93,45
02/09/2021,108,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,45,56,108,47
02/10/2021,88,PM2.5,Bakersfield-California,06-029-0014,AQS,6,42,54,88,37
02/11/2021,71,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,39,38,71,25
02/12/2021,58,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,34,19,58,25
02/13/2021,52,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,37,13,52,26
02/14/2021,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,36,13,54,26
02/15/2021,63,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,36,18,63,28
02/16/2021,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,37,20,59,33
02/17/2021,55,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,6,37,25,55,19
02/18/2021,55,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,39,30,55,40
02/19/2021,58,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,44,33,58,42
02/20/2021,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,39,32,54,33
02/21/2021,55,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,39,23,55,25
02/22/2021,62,PM2.5,Bakersfield-California,06-029-0014,AQS,5,39,38,62,41
02/23/2021,66,PM2.5,Bakersfield-California,06-029-0014,AQS,5,45,43,66,39
02/24/2021,68,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,44,44,68,39
02/25/2021,51,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,41,45,51,34
02/26/2021,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,49,50,63,38
02/27/2021,70,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,6,41,45,70,33
02/28/2021,49,PM2.5,Bakersfield-California,06-029-0014,AQS,6,40,37,49,27
03/01/2021,42,Ozone,Edison,06-029-0007,AQS,2,42,28,26,41
03/02/2021,61,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,43,38,61,37
03/03/2021,56,PM2.5,Bakersfield-California,06-029-0014,AQS,5,44,46,56,37
03/04/2021,61,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,50,38,61,47
03/05/2021,70,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,58,51,70,48
03/06/2021,54,PM10,Bakersfield-California,06-029-0014,AQS,5,44,54,52,24
03/07/2021,49,PM2.5,Mojave - CA 58 Business,06-029-0019,AQS,3,46,20,49,33
03/08/2021,56,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,43,25,56,33
03/09/2021,44,Ozone,Edison,06-029-0007,AQS,2,44,17,29,34
03/10/2021,41,Ozone,Edison,06-029-0007,AQS,2,41,6,25,30
03/11/2021,40,Ozone,Edison,06-029-0007,AQS,3,40,7,31,31
03/12/2021,48,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,41,14,48,32
03/13/2021,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,44,17,54,27
03/14/2021,54,PM2.5,Bakersfield-California,06-029-0014,AQS,5,43,16,54,25
03/15/2021,40,Ozone,Edison,06-029-0007,AQS,3,40,31,28,22
03/16/2021,40,Ozone,Maricopa,06-029-0008,AQS,3,40,11,37,26
03/17/2021,58,PM2.5,Bakersfield-California,06-029-0014,AQS,3,46,25,58,36
03/18/2021,56,PM2.5,Bakersfield-California,06-029-0014,AQS,3,54,26,56,29
03/19/2021,40,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,40,18,34,28
03/20/2021,44,Ozone,Edison,06-029-0007,AQS,2,44,13,33,19
03/21/2021,41,Ozone,Edison,06-029-0007,AQS,2,41,11,39,20
03/22/2021,54,PM2.5,Bakersfield-California,06-029-0014,AQS,2,47,19,54,28
03/23/2021,60,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,2,37,28,60,34
03/24/2021,52,PM2.5,Bakersfield-California,06-029-0014,AQS,3,45,32,52,32
03/25/2021,44,PM2.5,Bakersfield-California,06-029-0014,AQS,5,40,35,44,30
03/26/2021,50,PM2.5,Bakersfield-California,06-029-0014,AQS,3,44,22,50,35
03/27/2021,55,PM2.5,Bakersfield-California,06-029-0014,AQS,3,48,31,55,27
03/28/2021,67,Ozone,Edison,06-029-0007,AQS,3,67,24,53,28
03/29/2021,63,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,5,54,37,63,42
03/30/2021,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,49,43,54,32
03/31/2021,57,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,5,45,45,57,36
04/01/2021,67,Ozone,Edison,06-029-0007,AQS,3,67,43,57,45
04/02/2021,93,Ozone,Edison,06-029-0007,AQS,3,93,49,59,34
04/03/2021,87,Ozone,Edison,06-029-0007,AQS,3,87,38,58,33
04/04/2021,79,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,54,31,79,18
04/05/2021,59,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,48,43,59,26
04/06/2021,54,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,3,54,34,52,29
04/07/2021,67,Ozone,Edison,06-029-0007,AQS,3,67,42,61,31
04/08/2021,51,PM2.5,Bakersfield-California,06-029-0014,AQS,3,49,40,51,34
04/09/2021,61,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,61,41,56,35
04/10/2021,58,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,6,58,35,54,28
04/11/2021,67,Ozone,Edison,06-029-0007,AQS,5,67,35,56,32
04/12/2021,71,Ozone,Edison,06-029-0007,AQS,5,71,40,59,39
04/13/2021,69,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,48,56,69,31
04/14/2021,54,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,49,35,54,28
04/15/2021,55,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,54,46,55,35
04/16/2021,67,Ozone,Edison,06-029-0007,AQS,3,67,46,66,35
04/17/2021,64,Ozone,Edison,06-029-0007,AQS,5,64,40,57,28
04/18/2021,58,Ozone,Edison,06-029-0007,AQS,3,58,30,51,30
04/19/2021,80,Ozone,Edison,06-029-0007,AQS,3,80,44,63,37
04/20/2021,74,Ozone,Edison,06-029-0007,AQS,3,74,52,54,32
04/21/2021,52,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,49,41,52,26
04/22/2021,57,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,2,54,43,57,29
04/23/2021,51,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,48,32,51,25
04/24/2021,44,Ozone,Edison,06-029-0007,AQS,2,44,38,40,17
04/25/2021,44,Ozone,Edison,06-029-0007,AQS,2,44,10,24,13
04/26/2021,40,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,40,6,27,30
04/27/2021,44,Ozone,Edison,06-029-0007,AQS,3,44,15,34,30
04/28/2021,71,Ozone,Edison,06-029-0007,AQS,2,71,27,51,50
04/29/2021,112,Ozone,Edison,06-029-0007,AQS,3,112,41,56,48
04/30/2021,133,Ozone,Edison,06-029-0007,AQS,5,133,49,70,45
05/01/2021,74,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,5,74,61,53,24
05/02/2021,51,PM10,Mojave - CA 58 Business,06-029-0019,AQS,2,45,51,46,20
05/03/2021,51,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,49,45,51,34
05/04/2021,93,Ozone,Edison,06-029-0007,AQS,3,93,46,58,34
05/05/2021,90,Ozone,Edison,06-029-0007,AQS,3,90,44,58,32
05/06/2021,90,Ozone,Edison,06-029-0007,AQS,3,90,42,54,32
05/07/2021,61,PM10,Mojave - CA 58 Business,06-029-0019,AQS,2,51,61,54,25
05/08/2021,71,Ozone,Edison,06-029-0007,AQS,3,71,41,54,32
05/09/2021,51,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,51,37,49,24
05/10/2021,58,Ozone,Edison,06-029-0007,AQS,3,58,45,55,39
05/11/2021,97,Ozone,Edison,06-029-0007,AQS,3,97,53,58,34
05/12/2021,112,Ozone,Edison,06-029-0007,AQS,3,112,46,65,46
05/13/2021,115,Ozone,Edison,06-029-0007,AQS,3,115,45,59,40
05/14/2021,100,Ozone,Edison,06-029-0007,AQS,3,100,44,57,31
05/15/2021,53,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,44,39,53,16
05/16/2021,56,PM2.5,Lebec,06-029-2009,AQS,2,45,25,56,13
05/17/2021,60,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,58,45,60,27
05/18/2021,58,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,3,50,46,58,31
05/19/2021,71,Ozone,Edison,06-029-0007,AQS,3,71,51,55,35
05/20/2021,79,PM10,Ridgecrest-Ward,06-029-0018,AQS,2,49,79,62,27
05/21/2021,49,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,42,35,49,29
05/22/2021,50,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,45,31,50,18
05/23/2021,51,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,48,19,51,27
05/24/2021,84,Ozone,Edison,06-029-0007,AQS,3,84,39,59,47
05/25/2021,59,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,58,39,59,33
05/26/2021,64,Ozone,Edison,06-029-0007,AQS,3,64,44,57,35
05/27/2021,84,Ozone,Edison,06-029-0007,AQS,3,84,45,52,35
05/28/2021,74,Ozone,Edison,06-029-0007,AQS,3,74,38,56,45
05/29/2021,54,Ozone,Edison,06-029-0007,AQS,3,54,29,51,16
05/30/2021,74,Ozone,Edison,06-029-0007,AQS,3,74,29,57,22
05/31/2021,101,Ozone,Edison,06-029-0007,AQS,5,101,41,66,30
06/01/2021,143,Ozone,Edison,06-029-0007,AQS,5,143,27,64,33
06/02/2021,77,Ozone,Edison,06-029-0007,AQS,3,77,26,55,35
06/03/2021,108,Ozone,Edison,06-029-0007,AQS,3,108,50,56,36
06/04/2021,93,Ozone,Edison,06-029-0007,AQS,3,93,48,65,29
06/05/2021,93,Ozone,Edison,06-029-0007,AQS,2,93,38,54,20
06/06/2021,74,Ozone,Edison,06-029-0007,AQS,2,74,34,54,22
06/07/2021,54,PM10,Mojave - CA 58 Business,06-029-0019,AQS,2,47,54,53,21
06/08/2021,44,Ozone,Edison,06-029-0007,AQS,2,44,33,40,26
06/09/2021,57,PM10,Bakersfield-Golden / M St,06-029-0010,AQS,2,49,57,44,25
06/10/2021,47,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,47,40,47,32
06/11/2021,74,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,2,74,52,56,30
06/12/2021,87,Ozone,Edison,06-029-0007,AQS,3,87,37,53,26
06/13/2021,71,Ozone,Edison,06-029-0007,AQS,3,71,31,63,25
06/14/2021,63,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,49,49,63,27
06/15/2021,57,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,2,51,46,57,32
06/16/2021,140,Ozone,Edison,06-029-0007,AQS,3,140,56,65,39
06/17/2021,182,Ozone,Edison,06-029-0007,AQS,3,182,65,73,36
06/18/2021,169,Ozone,Edison,06-029-0007,AQS,3,169,61,80,43
06/19/2021,154,Ozone,Edison,06-029-0007,AQS,3,154,39,68,32
06/20/2021,93,Ozone,Edison,06-029-0007,AQS,3,93,24,54,23
06/21/2021,71,Ozone,Edison,06-029-0007,AQS,3,71,39,46,36
06/22/2021,64,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,64,36,41,25
06/23/2021,64,Ozone,Edison,06-029-0007,AQS,2,64,41,54,25
06/24/2021,71,Ozone,Edison,06-029-0007,AQS,2,71,40,51,25
06/25/2021,77,Ozone,Edison,06-029-0007,AQS,2,77,36,55,30
06/26/2021,105,Ozone,Edison,06-029-0007,AQS,3,105,47,61,25
06/27/2021,126,Ozone,Edison,06-029-0007,AQS,3,126,41,114,29
06/28/2021,100,Ozone,Edison,06-029-0007,AQS,2,100,47,72,34
06/29/2021,108,Ozone,Bakersfield-California,06-029-0014,AQS,2,108,52,66,42
06/30/2021,108,Ozone,Edison,06-029-0007,AQS,3,108,61,67,27
07/01/2021,87,Ozone,Edison,06-029-0007,AQS,2,87,35,57,32
07/02/2021,101,Ozone,Edison,06-029-0007,AQS,2,101,33,56,26
07/03/2021,100,Ozone,Edison,06-029-0007,AQS,2,100,37,55,25
07/04/2021,74,Ozone,Edison,06-029-0007,AQS,2,74,46,69,24
07/05/2021,87,Ozone,Edison,06-029-0007,AQS,2,87,34,60,32
07/06/2021,101,Ozone,Edison,06-029-0007,AQS,3,101,51,59,30
07/07/2021,112,Ozone,Edison,06-029-0007,AQS,2,112,53,65,34
07/08/2021,159,Ozone,Edison,06-029-0007,AQS,5,159,55,72,42
07/09/2021,159,Ozone,Edison,06-029-0007,AQS,5,159,56,74,40
07/10/2021,101,Ozone,Edison,06-029-0007,AQS,5,101,37,61,27
07/11/2021,97,Ozone,Edison,06-029-0007,AQS,3,97,31,59,29
07/12/2021,150,Ozone,Edison,06-029-0007,AQS,3,150,45,63,47
07/13/2021,122,Ozone,Edison,06-029-0007,AQS,3,122,55,66,42
07/14/2021,122,Ozone,Edison,06-029-0007,AQS,3,122,44,63,49
07/15/2021,119,Ozone,Oildale,06-029-0232,AQS,2,119,39,57,35
07/16/2021,136,Ozone,Edison,06-029-0007,AQS,2,136,37,56,33
07/17/2021,119,Ozone,Edison,06-029-0007,AQS,3,119,37,59,30
07/18/2021,100,Ozone,Edison,06-029-0007,AQS,3,100,35,57,20
07/19/2021,100,Ozone,Edison,06-029-0007,AQS,3,100,32,56,32
07/20/2021,90,Ozone,Edison,06-029-0007,AQS,3,90,43,58,34
07/21/2021,87,Ozone,Edison,06-029-0007,AQS,2,87,47,56,39
07/22/2021,143,Ozone,Edison,06-029-0007,AQS,3,143,49,63,43
07/23/2021,119,Ozone,Edison,06-029-0007,AQS,2,119,44,61,36
07/24/2021,126,Ozone,Edison,06-029-0007,AQS,3,126,37,56,31
07/25/2021,100,Ozone,Oildale,06-029-0232,AQS,3,100,31,54,19
07/26/2021,61,Ozone,Oildale,06-029-0232,AQS,3,61,31,55,37
07/27/2021,174,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,174,43,62,36
07/28/2021,136,Ozone,Edison,06-029-0007,AQS,2,136,42,56,34
07/29/2021,122,Ozone,Oildale,06-029-0232,AQS,3,122,47,67,37
07/30/2021,105,Ozone,Edison,06-029-0007,AQS,3,105,51,63,34
07/31/2021,80,Ozone,Oildale,06-029-0232,AQS,3,80,32,51,29
08/01/2021,74,Ozone,Edison,06-029-0007,AQS,2,74,29,42,17
08/02/2021,101,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,2,101,50,52,42
08/03/2021,156,Ozone,Edison,06-029-0007,AQS,3,156,58,68,45
08/04/2021,166,Ozone,Edison,06-029-0007,AQS,3,166,61,66,40
08/05/2021,105,Ozone,Edison,06-029-0007,AQS,3,105,55,60,38
08/06/2021,90,Ozone,Edison,06-029-0007,AQS,5,90,54,68,48
08/07/2021,126,Ozone,Oildale,06-029-0232,AQS,9,126,68,118,32
08/08/2021,155,PM2.5,Lebec,06-029-2009,AQS,10,143,65,155,28
08/09/2021,108,Ozone,Edison,06-029-0007,AQS,5,108,51,73,41
08/10/2021,129,Ozone,Edison,06-029-0007,AQS,3,129,55,61,43
08/11/2021,97,Ozone,Oildale,06-029-0232,AQS,3,97,55,60,33
08/12/2021,71,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,71,57,57,34
08/13/2021,74,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,74,58,60,38
08/14/2021,90,Ozone,Edison,06-029-0007,AQS,5,90,58,77,33
08/15/2021,129,Ozone,Edison,06-029-0007,AQS,5,129,56,82,32
08/16/2021,136,Ozone,Edison,06-029-0007,AQS,6,136,66,98,37
08/17/2021,90,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,3,50,66,90,31
08/18/2021,79,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,2,48,56,79,25
08/19/2021,131,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,6,90,82,131,33
08/20/2021,147,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,115,95,147,40
08/21/2021,119,Ozone,Edison,06-029-0007,AQS,7,119,80,106,20
08/22/2021,130,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,3,101,63,130,26
08/23/2021,133,Ozone,Edison,06-029-0007,AQS,5,133,56,95,39
08/24/2021,136,Ozone,Edison,06-029-0007,AQS,5,136,65,86,43
08/25/2021,151,Ozone,Edison,06-029-0007,AQS,5,151,68,98,45
08/26/2021,151,PM2.5,Lebec-Peace Valley/Frazier Park Roads,06-029-9001,AQS,5,140,71,151,47
08/27/2021,143,Ozone,Edison,06-029-0007,AQS,6,143,71,73,42
08/28/2021,172,Ozone,Edison,06-029-0007,AQS,7,172,77,92,41
08/29/2021,177,Ozone,Edison,06-029-0007,AQS,8,177,66,101,37
08/30/2021,143,Ozone,Edison,06-029-0007,AQS,8,143,71,102,54
08/31/2021,119,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,7,119,66,70,39
09/01/2021,80,Ozone,Edison,06-029-0007,AQS,5,80,53,62,37
09/02/2021,93,Ozone,Edison,06-029-0007,AQS,3,93,54,55,48
09/03/2021,122,Ozone,Edison,06-029-0007,AQS,5,122,62,90,40
09/04/2021,133,Ozone,Arvin-Di Giorgio,06-029-5002,AQS,5,133,66,67,33
09/05/2021,154,Ozone,Edison,06-029-0007,AQS,5,154,60,68,28
09/06/2021,154,Ozone,Edison,06-029-0007,AQS,6,154,68,73,38
09/07/2021,156,Ozone,Edison,06-029-0007,AQS,5,156,82,76,46
09/08/2021,115,Ozone,Oildale,06-029-0232,AQS,5,115,77,69,43
09/09/2021,147,Ozone,Oildale,06-029-0232,AQS,5,147,75,67,42
09/10/2021,90,Ozone,Edison,06-029-0007,AQS,3,90,60,56,35
09/11/2021,84,Ozone,Oildale,06-029-0232,AQS,3,84,62,55,32
09/12/2021,93,Ozone,Edison,06-029-0007,AQS,5,93,52,55,35
09/13/2021,107,PM2.5,Bakersfield-Airport (Planz),06-029-0016,AQS,3,87,53,107,44
09/14/2021,133,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,5,115,62,133,47
09/15/2021,108,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,5,108,65,78,45
09/16/2021,117,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,5,100,66,117,42
09/17/2021,112,Ozone,Edison,06-029-0007,AQS,3,112,66,64,42
09/18/2021,84,Ozone,Mojave - CA 58 Business,06-029-0019,AQS,3,84,60,74,33
09/19/2021,194,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,3,67,107,194,16
09/20/2021,101,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,3,64,62,101,37
09/21/2021,115,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,101,90,115,41
09/22/2021,161,Ozone,Edison,06-029-0007,AQS,7,161,90,118,49
09/23/2021,186,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,5,45,95,186,40
09/24/2021,118,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,7,50,88,118,44
09/25/2021,112,PM2.5,Bakersfield-Golden / M St,06-029-0010,AQS,10,61,82,112,35
09/26/2021,182,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,7,77,97,182,37
09/27/2021,253,PM2.5,Ridgecrest-Ward,06-029-0018,AQS,6,50,144,253,41
